,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
20,0.017332792282104492,0.0018701137292991192,0.0031017303466796876,0.000717245966479659,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.9625,0.95,0.925,0.9240506329113924,0.9367088607594937,0.9396518987341773,0.014804445518635408,41,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21,0.027593040466308595,0.004654515174505081,0.0017392635345458984,7.420925249995868e-05,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9875,0.9875,0.9625,1.0,0.9873417721518988,0.9849683544303798,0.012241151004713772,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22,0.024297571182250975,0.008276193284121816,0.0029443740844726563,0.0007526915640442386,10,0.05,rbf,"{'C': 10, 'gamma': 0.05, 'kernel': 'rbf'}",0.975,0.975,0.9625,0.9873417721518988,0.9493670886075949,0.9698417721518988,0.012904099454325652,34,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23,0.01819772720336914,0.006671195423527357,0.0024767398834228517,0.00048127529889812617,10,0.001,rbf,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",1.0,1.0,0.975,1.0,1.0,0.9949999999999999,0.010000000000000009,18,0.9968553459119497,1.0,1.0,0.9968652037617555,0.9968652037617555,0.9981171506870922,0.0015373442404697385
24,0.02378072738647461,0.0026822137391790536,0.001626300811767578,4.801525254649473e-05,10,0.005,rbf,"{'C': 10, 'gamma': 0.005, 'kernel': 'rbf'}",0.9875,0.9875,0.9875,1.0,0.9873417721518988,0.9899683544303798,0.005016197126948606,25,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25,0.012391948699951172,0.00043396597417455805,0.00405278205871582,0.0023041243116102244,10,0.0001,rbf,"{'C': 10, 'gamma': 0.0001, 'kernel': 'rbf'}",0.6375,0.6125,0.625,0.5822784810126582,0.6708860759493671,0.6256329113924051,0.029124413355340592,60,0.6383647798742138,0.6415094339622641,0.6194968553459119,0.6520376175548589,0.6269592476489029,0.6356735868772303,0.011372840297726835
26,0.011870908737182616,0.0011168341582461657,0.003122425079345703,0.0005305066927733612,10,0.0005,rbf,"{'C': 10, 'gamma': 0.0005, 'kernel': 'rbf'}",0.9625,0.9875,0.975,1.0,0.9620253164556962,0.9774050632911393,0.014675971967150252,33,0.9779874213836478,0.9779874213836478,0.9874213836477987,0.9811912225705329,0.987460815047022,0.9824096528065299,0.004271499028681656
27,0.015152835845947265,0.0005337376487529452,0.004810237884521484,0.0007656607019316656,20,1,rbf,"{'C': 20, 'gamma': 1, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.569620253164557,0.569620253164557,0.5678481012658227,0.004788216254667079,64,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28,0.015977239608764647,0.0011500552948674927,0.0038489341735839845,0.0009439141148737607,20,0.5,rbf,"{'C': 20, 'gamma': 0.5, 'kernel': 'rbf'}",0.6,0.6125,0.65,0.5822784810126582,0.6962025316455697,0.6281962025316455,0.04062043856042834,53,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29,0.018575525283813475,0.000392216421143942,0.0024365901947021483,3.504912054908322e-05,20,0.1,rbf,"{'C': 20, 'gamma': 0.1, 'kernel': 'rbf'}",0.9625,0.95,0.925,0.9240506329113924,0.9367088607594937,0.9396518987341773,0.014804445518635408,41,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30,0.032578134536743165,0.005260118771348342,0.0017901897430419923,0.00017585219108229741,20,0.01,rbf,"{'C': 20, 'gamma': 0.01, 'kernel': 'rbf'}",0.9875,0.9875,0.9625,1.0,1.0,0.9875,0.013693063937629145,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31,0.025662946701049804,0.0023426408282466874,0.0030745983123779295,0.0009390650343898259,20,0.05,rbf,"{'C': 20, 'gamma': 0.05, 'kernel': 'rbf'}",0.975,0.975,0.9625,0.9873417721518988,0.9493670886075949,0.9698417721518988,0.012904099454325652,34,1.0,1.0,1.0,1.0,1.0,1.0,0.0
32,0.015429925918579102,0.0016029595773762225,0.002029085159301758,0.00015762469486320436,20,0.001,rbf,"{'C': 20, 'gamma': 0.001, 'kernel': 'rbf'}",1.0,1.0,0.9875,1.0,1.0,0.9974999999999999,0.004999999999999982,14,0.9968553459119497,1.0,1.0,1.0,1.0,0.9993710691823899,0.0012578616352201255
33,0.0202728271484375,0.0015638529330094548,0.001917886734008789,0.00018693691538679703,20,0.005,rbf,"{'C': 20, 'gamma': 0.005, 'kernel': 'rbf'}",0.9875,0.9875,0.9875,1.0,1.0,0.9925,0.006123724356957924,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34,0.011804342269897461,0.0016875074487360056,0.0027894496917724608,0.00034736866639156,20,0.0001,rbf,"{'C': 20, 'gamma': 0.0001, 'kernel': 'rbf'}",0.675,0.6875,0.75,0.6708860759493671,0.7341772151898734,0.703512658227848,0.0323581790978188,52,0.710691823899371,0.7138364779874213,0.6886792452830188,0.7241379310344828,0.7366771159874608,0.7148045188383509,0.01591165843249072
35,0.018664073944091798,0.002196215931014656,0.0021823883056640626,0.00041219682244678096,20,0.0005,rbf,"{'C': 20, 'gamma': 0.0005, 'kernel': 'rbf'}",1.0,1.0,0.9875,1.0,1.0,0.9974999999999999,0.004999999999999982,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36,0.018978071212768555,0.0034556251646411396,0.003401327133178711,0.0010164945561996202,50,1,rbf,"{'C': 50, 'gamma': 1, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.569620253164557,0.569620253164557,0.5678481012658227,0.004788216254667079,64,1.0,1.0,1.0,1.0,1.0,1.0,0.0
37,0.013829517364501952,0.0006715283901393015,0.0030175209045410155,0.0002277582924196253,50,0.5,rbf,"{'C': 50, 'gamma': 0.5, 'kernel': 'rbf'}",0.6,0.6125,0.65,0.5822784810126582,0.6962025316455697,0.6281962025316455,0.04062043856042834,53,1.0,1.0,1.0,1.0,1.0,1.0,0.0
